"GEOID","NAME","S0101_C01_002","S0101_C01_003","S0101_C01_004","S0101_C01_021"
"38380","ZCTA5 38380",18,23,27,0
"38381","ZCTA5 38381",127,168,229,21
"38382","ZCTA5 38382",441,475,285,208
"38387","ZCTA5 38387",0,2,2,3
"38388","ZCTA5 38388",45,105,99,57
"38389","ZCTA5 38389",0,7,0,0
"38390","ZCTA5 38390",66,148,62,19
"38391","ZCTA5 38391",45,90,138,10
"38392","ZCTA5 38392",5,66,29,52
"38401","ZCTA5 38401",4351,3777,4929,2610
"38425","ZCTA5 38425",116,90,208,144
"38449","ZCTA5 38449",119,187,166,68
"38450","ZCTA5 38450",113,97,178,57
"38451","ZCTA5 38451",194,292,169,186
"38452","ZCTA5 38452",17,7,8,42
"38453","ZCTA5 38453",99,90,29,13
"38454","ZCTA5 38454",58,32,33,37
"38455","ZCTA5 38455",7,5,9,0
"38456","ZCTA5 38456",362,395,306,336
"38457","ZCTA5 38457",26,44,52,27
"38459","ZCTA5 38459",79,46,22,0
"38460","ZCTA5 38460",34,71,37,40
"38461","ZCTA5 38461",7,63,81,17
"38462","ZCTA5 38462",656,424,485,313
"38463","ZCTA5 38463",148,171,170,123
"38464","ZCTA5 38464",1606,1755,1270,810
"38468","ZCTA5 38468",297,496,427,270
"38469","ZCTA5 38469",260,302,385,231
"38471","ZCTA5 38471",15,0,17,25
"38472","ZCTA5 38472",165,162,141,130
"38473","ZCTA5 38473",112,83,115,26
"38474","ZCTA5 38474",566,570,820,667
"38475","ZCTA5 38475",59,27,33,117
"38476","ZCTA5 38476",41,67,159,73
"38477","ZCTA5 38477",157,44,198,85
"38478","ZCTA5 38478",1029,762,1472,622
"38481","ZCTA5 38481",23,54,65,27
"38482","ZCTA5 38482",62,103,137,119
"38483","ZCTA5 38483",410,557,806,441
"38485","ZCTA5 38485",225,190,300,360
"38486","ZCTA5 38486",55,175,50,66
"38487","ZCTA5 38487",0,9,28,9
"38488","ZCTA5 38488",23,47,182,83
"38501","ZCTA5 38501",2317,2322,2233,1279
"38503","ZCTA5 38503",0,0,0,0
"38504","ZCTA5 38504",44,8,0,24
"38505","ZCTA5 38505",0,0,0,4
"38506","ZCTA5 38506",1431,1380,2137,1265
"38541","ZCTA5 38541",90,74,108,42
"38542","ZCTA5 38542",0,0,0,0
"38543","ZCTA5 38543",10,0,9,4
"38544","ZCTA5 38544",460,365,643,422
"38545","ZCTA5 38545",100,102,122,8
"38547","ZCTA5 38547",84,133,121,80
"38548","ZCTA5 38548",84,92,130,15
"38549","ZCTA5 38549",191,340,209,118
"38550","ZCTA5 38550",0,0,0,0
"38551","ZCTA5 38551",195,142,402,218
"38552","ZCTA5 38552",14,0,4,24
"38553","ZCTA5 38553",85,201,122,144
"38554","ZCTA5 38554",11,39,16,24
"38555","ZCTA5 38555",1134,1009,1291,762
"38556","ZCTA5 38556",707,759,446,223
"38558","ZCTA5 38558",111,40,164,0
"38559","ZCTA5 38559",193,156,66,67
"38560","ZCTA5 38560",21,118,251,105
"38562","ZCTA5 38562",244,353,332,292
"38563","ZCTA5 38563",204,148,205,127
"38564","ZCTA5 38564",0,0,0,10
"38565","ZCTA5 38565",50,78,44,68
"38567","ZCTA5 38567",72,28,54,27
"38568","ZCTA5 38568",109,27,25,55
"38569","ZCTA5 38569",51,22,0,0
"38570","ZCTA5 38570",435,547,608,391
"38571","ZCTA5 38571",610,540,1123,468
"38572","ZCTA5 38572",673,715,501,437
"38573","ZCTA5 38573",221,135,68,55
"38574","ZCTA5 38574",484,671,562,512
"38575","ZCTA5 38575",13,73,50,63
"38577","ZCTA5 38577",27,180,108,114
"38578","ZCTA5 38578",0,0,0,0
"38579","ZCTA5 38579",99,94,75,19
"38580","ZCTA5 38580",62,93,123,50
"38581","ZCTA5 38581",137,110,308,99
"38582","ZCTA5 38582",183,135,185,84
"38583","ZCTA5 38583",1330,1612,1475,966
"38585","ZCTA5 38585",344,294,330,246
"38587","ZCTA5 38587",78,77,64,26
"38588","ZCTA5 38588",44,49,38,39
"38589","ZCTA5 38589",44,65,20,25
"38601","ZCTA5 38601",67,98,101,125
"38603","ZCTA5 38603",132,184,81,96
"38606","ZCTA5 38606",969,982,1163,811
"38610","ZCTA5 38610",104,102,359,26
"38611","ZCTA5 38611",1034,1250,1021,762
"38614","ZCTA5 38614",1319,1122,1428,656
"38617","ZCTA5 38617",51,35,102,49
"38618","ZCTA5 38618",460,473,419,305
"38619","ZCTA5 38619",192,499,339,119
"38620","ZCTA5 38620",368,135,206,185
"38621","ZCTA5 38621",72,82,178,146
"38622","ZCTA5 38622",37,78,68,80
"38623","ZCTA5 38623",5,10,0,0
"38625","ZCTA5 38625",180,52,91,72
"38626","ZCTA5 38626",69,66,78,24
"38627","ZCTA5 38627",32,82,48,2
"38629","ZCTA5 38629",233,107,163,59
"38631","ZCTA5 38631",109,97,75,95
"38632","ZCTA5 38632",1587,2191,2683,1361
"38633","ZCTA5 38633",110,80,109,34
"38635","ZCTA5 38635",862,727,873,480
"38637","ZCTA5 38637",1404,1854,2101,1477
"38639","ZCTA5 38639",28,36,44,43
"38641","ZCTA5 38641",25,111,206,110
"38642","ZCTA5 38642",32,132,78,24
"38643","ZCTA5 38643",29,45,123,14
"38644","ZCTA5 38644",0,4,4,4
"38645","ZCTA5 38645",11,44,77,15
"38646","ZCTA5 38646",218,98,167,114
"38647","ZCTA5 38647",0,0,147,35
"38650","ZCTA5 38650",250,526,595,130
"38651","ZCTA5 38651",543,264,418,366
"38652","ZCTA5 38652",1208,969,857,793
"38654","ZCTA5 38654",3093,3731,4457,3119
"38655","ZCTA5 38655",2613,2240,2887,1562
"38658","ZCTA5 38658",230,11,412,33
"38659","ZCTA5 38659",145,198,185,255
"38661","ZCTA5 38661",56,103,200,0
"38663","ZCTA5 38663",568,505,1078,646
"38664","ZCTA5 38664",360,508,322,147
"38665","ZCTA5 38665",412,398,239,208
"38666","ZCTA5 38666",358,476,394,125
"38668","ZCTA5 38668",853,1094,714,689
"38670","ZCTA5 38670",33,66,86,38
"38671","ZCTA5 38671",2409,2563,2911,1862
"38672","ZCTA5 38672",1306,970,1063,624
"38673","ZCTA5 38673",58,54,59,4
"38674","ZCTA5 38674",65,127,92,133
"38676","ZCTA5 38676",369,326,245,258
"38677","ZCTA5 38677",0,0,0,34
"38680","ZCTA5 38680",343,607,579,251
"38683","ZCTA5 38683",138,229,221,141
"38685","ZCTA5 38685",0,0,0,0
"38701","ZCTA5 38701",1255,1482,1819,1094
"38703","ZCTA5 38703",708,566,794,505
"38720","ZCTA5 38720",12,56,20,40
"38721","ZCTA5 38721",23,22,94,82
"38722","ZCTA5 38722",24,12,12,8
"38723","ZCTA5 38723",0,0,0,0
"38725","ZCTA5 38725",8,137,119,78
"38726","ZCTA5 38726",4,11,7,13
"38730","ZCTA5 38730",110,180,48,99
"38731","ZCTA5 38731",0,0,0,0
"38732","ZCTA5 38732",1224,1062,1493,481
"38733","ZCTA5 38733",0,0,0,0
"38736","ZCTA5 38736",32,59,38,13
"38737","ZCTA5 38737",251,189,233,134
"38738","ZCTA5 38738",8,20,0,0
"38740","ZCTA5 38740",7,15,18,17
"38744","ZCTA5 38744",100,0,84,34
"38745","ZCTA5 38745",0,12,0,0
"38746","ZCTA5 38746",14,30,25,16
"38748","ZCTA5 38748",209,240,330,74
"38751","ZCTA5 38751",555,690,886,554
"38753","ZCTA5 38753",42,62,107,104
"38754","ZCTA5 38754",89,44,57,74
"38756","ZCTA5 38756",614,428,413,110
"38759","ZCTA5 38759",55,46,22,17
"38760","ZCTA5 38760",12,32,73,108
"38761","ZCTA5 38761",173,49,65,101
"38762","ZCTA5 38762",86,110,262,116
"38764","ZCTA5 38764",11,5,0,0
"38765","ZCTA5 38765",39,22,0,0
"38767","ZCTA5 38767",0,24,13,0
"38768","ZCTA5 38768",0,0,0,0
"38769","ZCTA5 38769",264,112,143,104
"38771","ZCTA5 38771",231,193,185,48
"38772","ZCTA5 38772",11,9,0,0
"38773","ZCTA5 38773",76,128,115,150
"38774","ZCTA5 38774",90,56,92,98
"38776","ZCTA5 38776",0,0,0,0
"38778","ZCTA5 38778",82,57,132,60
"38781","ZCTA5 38781",7,0,11,7
"38801","ZCTA5 38801",2393,2144,2079,1137
"38804","ZCTA5 38804",681,989,1152,709
"38821","ZCTA5 38821",682,684,861,554
"38824","ZCTA5 38824",452,795,569,278
"38826","ZCTA5 38826",196,547,406,249
"38827","ZCTA5 38827",282,223,338,126
"38828","ZCTA5 38828",310,408,354,319
"38829","ZCTA5 38829",1171,1091,884,724
"38833","ZCTA5 38833",132,202,234,124
"38834","ZCTA5 38834",1673,1385,1777,963
"38838","ZCTA5 38838",18,123,80,49
"38839","ZCTA5 38839",0,3,0,3
"38841","ZCTA5 38841",405,232,213,253
"38843","ZCTA5 38843",531,822,990,373
"38844","ZCTA5 38844",5,11,0,15
"38846","ZCTA5 38846",27,145,211,176
"38847","ZCTA5 38847",265,126,267,180
"38848","ZCTA5 38848",50,60,58,0
"38849","ZCTA5 38849",308,527,659,289
"38850","ZCTA5 38850",187,231,282,133
"38851","ZCTA5 38851",668,533,517,354
"38852","ZCTA5 38852",360,425,421,394
"38855","ZCTA5 38855",239,229,349,367
"38856","ZCTA5 38856",64,20,40,110
"38857","ZCTA5 38857",387,413,358,320
"38858","ZCTA5 38858",269,297,680,439
"38859","ZCTA5 38859",36,102,17,0
"38860","ZCTA5 38860",543,261,657,358
"38862","ZCTA5 38862",144,134,39,60
"38863","ZCTA5 38863",1084,1382,1554,1021
"38864","ZCTA5 38864",216,144,122,99
"38865","ZCTA5 38865",139,439,507,300
"38866","ZCTA5 38866",658,679,853,470
"38868","ZCTA5 38868",415,234,390,158
"38869","ZCTA5 38869",29,9,13,0
"38870","ZCTA5 38870",176,90,123,65
"38871","ZCTA5 38871",60,124,183,48
"38873","ZCTA5 38873",85,66,46,34
"38876","ZCTA5 38876",87,97,8,49
"38878","ZCTA5 38878",108,186,252,173
"38879","ZCTA5 38879",0,0,0,0
"38901","ZCTA5 38901",1118,1060,1060,746
"38913","ZCTA5 38913",23,0,49,0
"38914","ZCTA5 38914",36,33,54,38
"38915","ZCTA5 38915",189,160,247,90
"38916","ZCTA5 38916",270,134,329,209
"38917","ZCTA5 38917",177,103,182,111
"38920","ZCTA5 38920",0,20,33,50
"38921","ZCTA5 38921",334,233,240,94
"38922","ZCTA5 38922",125,375,180,181
"38923","ZCTA5 38923",69,0,49,12
"38924","ZCTA5 38924",22,9,63,39
"38925","ZCTA5 38925",35,121,87,24
"38927","ZCTA5 38927",66,57,81,50
"38928","ZCTA5 38928",10,34,13,4
"38929","ZCTA5 38929",153,176,243,64
"38930","ZCTA5 38930",1745,2218,1687,1084
"38940","ZCTA5 38940",83,235,184,110
"38941","ZCTA5 38941",196,106,209,48
"38943","ZCTA5 38943",5,64,46,18
"38944","ZCTA5 38944",44,0,0,15
"38946","ZCTA5 38946",8,18,5,16
"38947","ZCTA5 38947",0,0,0,0
"38948","ZCTA5 38948",48,114,143,99
"38949","ZCTA5 38949",0,0,0,0
"38950","ZCTA5 38950",21,94,154,16
"38951","ZCTA5 38951",9,93,58,40
"38952","ZCTA5 38952",19,18,18,17
"38953","ZCTA5 38953",0,0,0,0
"38954","ZCTA5 38954",106,0,59,26
"38957","ZCTA5 38957",31,19,37,8
"38961","ZCTA5 38961",10,28,0,15
"38962","ZCTA5 38962",0,0,12,0
"38963","ZCTA5 38963",58,156,163,144
"38964","ZCTA5 38964",5,0,0,0
"38965","ZCTA5 38965",703,570,315,334
"38966","ZCTA5 38966",99,86,21,23
"38967","ZCTA5 38967",266,324,856,341
"39038","ZCTA5 39038",326,421,397,257
"39039","ZCTA5 39039",167,63,215,61
"39040","ZCTA5 39040",258,226,205,130
"39041","ZCTA5 39041",229,162,193,131
"39042","ZCTA5 39042",2072,2524,2861,1442
"39044","ZCTA5 39044",305,137,96,40
"39045","ZCTA5 39045",26,82,35,15
"39046","ZCTA5 39046",1940,1570,2512,1187
"39047","ZCTA5 39047",2521,2689,2660,1904
"39051","ZCTA5 39051",918,875,949,638
"39054","ZCTA5 39054",28,7,15,32
"39056","ZCTA5 39056",1954,1809,2271,1194
"39057","ZCTA5 39057",80,0,175,333
"39058","ZCTA5 39058",0,0,0,0
"39059","ZCTA5 39059",817,738,797,509
"39061","ZCTA5 39061",0,0,0,0
"39062","ZCTA5 39062",9,6,66,19
"39063","ZCTA5 39063",86,311,252,171
"39066","ZCTA5 39066",64,270,320,590
"39067","ZCTA5 39067",121,37,40,55
"39069","ZCTA5 39069",262,269,370,181
"39071","ZCTA5 39071",560,340,433,372
"39073","ZCTA5 39073",926,1358,1691,1159
"39074","ZCTA5 39074",1452,626,1185,579
"39078","ZCTA5 39078",66,60,61,53
"39079","ZCTA5 39079",97,47,31,52
"39082","ZCTA5 39082",0,122,26,20
"39083","ZCTA5 39083",420,533,542,296
"39086","ZCTA5 39086",72,77,202,37
"39088","ZCTA5 39088",0,0,0,0
"39090","ZCTA5 39090",525,535,1213,602
"39092","ZCTA5 39092",213,173,223,323
"39094","ZCTA5 39094",108,189,180,158
"39095","ZCTA5 39095",357,267,372,352
"39096","ZCTA5 39096",0,36,25,82
"39097","ZCTA5 39097",38,0,25,34
"39108","ZCTA5 39108",92,53,112,45
"39110","ZCTA5 39110",3003,2769,4519,2253
"39111","ZCTA5 39111",716,527,595,396
"39113","ZCTA5 39113",0,6,7,9
"39114","ZCTA5 39114",473,649,901,527
"39115","ZCTA5 39115",0,76,0,0
"39116","ZCTA5 39116",100,265,321,112
"39117","ZCTA5 39117",563,509,1026,723
"39119","ZCTA5 39119",301,735,645,341
"39120","ZCTA5 39120",1727,1737,1717,1121
"39140","ZCTA5 39140",87,164,324,85
"39144","ZCTA5 39144",111,58,97,37
"39145","ZCTA5 39145",165,326,169,321
"39146","ZCTA5 39146",129,276,101,131
"39148","ZCTA5 39148",0,0,0,0
"39149","ZCTA5 39149",40,55,64,35
"39150","ZCTA5 39150",364,349,296,220
"39152","ZCTA5 39152",73,63,62,55
"39153","ZCTA5 39153",94,140,144,65
"39154","ZCTA5 39154",427,373,351,429
"39156","ZCTA5 39156",58,61,23,25
"39157","ZCTA5 39157",1192,1236,1786,1159
"39159","ZCTA5 39159",127,209,142,144
"39160","ZCTA5 39160",132,289,307,87
"39162","ZCTA5 39162",27,33,0,0
"39166","ZCTA5 39166",7,63,5,23
"39167","ZCTA5 39167",0,0,0,0
"39168","ZCTA5 39168",504,216,330,266
"39169","ZCTA5 39169",318,287,213,120
"39170","ZCTA5 39170",423,511,576,348
"39173","ZCTA5 39173",0,0,0,0
"39174","ZCTA5 39174",0,0,0,0
"39175","ZCTA5 39175",204,116,229,181
"39176","ZCTA5 39176",132,121,147,155
"39177","ZCTA5 39177",0,0,0,0
"39179","ZCTA5 39179",30,15,50,68
"39180","ZCTA5 39180",1353,1985,2221,1384
"39183","ZCTA5 39183",1256,628,910,500
"39189","ZCTA5 39189",437,274,289,118
"39191","ZCTA5 39191",431,393,411,387
"39192","ZCTA5 39192",278,231,97,41
"39193","ZCTA5 39193",0,0,0,0
"39194","ZCTA5 39194",995,1369,1094,815
"39201","ZCTA5 39201",0,28,13,0
"39202","ZCTA5 39202",165,373,456,152
"39203","ZCTA5 39203",226,242,383,218
"39204","ZCTA5 39204",1350,874,1049,341
"39206","ZCTA5 39206",1339,1232,1342,995
"39208","ZCTA5 39208",1806,2027,1449,1168
"39209","ZCTA5 39209",2339,2024,1427,769
"39210","ZCTA5 39210",0,0,0,19
"39211","ZCTA5 39211",1649,1480,1787,1286
"39212","ZCTA5 39212",1323,2247,2769,1427
"39213","ZCTA5 39213",1158,1115,1447,801
"39216","ZCTA5 39216",147,98,138,169
"39217","ZCTA5 39217",0,0,0,11
"39218","ZCTA5 39218",323,336,542,445
"39232","ZCTA5 39232",771,858,638,107
"39269","ZCTA5 39269",0,0,0,0
"39272","ZCTA5 39272",842,892,877,461
"39301","ZCTA5 39301",1499,1342,1153,954
"39305","ZCTA5 39305",1367,1216,1936,593
"39307","ZCTA5 39307",891,1048,961,661
"39309","ZCTA5 39309",0,0,0,0
"39320","ZCTA5 39320",23,396,301,56
"39322","ZCTA5 39322",43,77,469,171
"39323","ZCTA5 39323",63,20,17,19
"39324","ZCTA5 39324",0,0,0,0
"39325","ZCTA5 39325",312,375,493,291
"39326","ZCTA5 39326",0,14,0,52
"39327","ZCTA5 39327",334,255,308,204
"39328","ZCTA5 39328",243,212,273,100
"39330","ZCTA5 39330",186,119,105,214
"39332","ZCTA5 39332",266,245,145,51
"39335","ZCTA5 39335",23,42,103,253
"39336","ZCTA5 39336",46,0,50,61
"39337","ZCTA5 39337",35,41,126,105
"39338","ZCTA5 39338",127,242,352,188
"39339","ZCTA5 39339",860,885,910,646
"39341","ZCTA5 39341",555,285,658,286
"39342","ZCTA5 39342",216,279,176,105
"39345","ZCTA5 39345",489,435,172,104
"39346","ZCTA5 39346",95,39,62,70
"39347","ZCTA5 39347",13,27,63,3
"39348","ZCTA5 39348",0,0,0,0
"39350","ZCTA5 39350",1725,1663,2135,1341
"39352","ZCTA5 39352",221,0,0,0
"39354","ZCTA5 39354",0,121,128,0
"39355","ZCTA5 39355",248,190,316,212
"39356","ZCTA5 39356",124,3,102,0
"39358","ZCTA5 39358",62,30,12,43
"39359","ZCTA5 39359",7,12,20,6
"39360","ZCTA5 39360",272,132,673,198
"39361","ZCTA5 39361",82,8,178,70
"39362","ZCTA5 39362",222,224,114,90
"39363","ZCTA5 39363",55,90,66,85
"39364","ZCTA5 39364",156,90,72,133
"39365","ZCTA5 39365",477,599,610,353
"39366","ZCTA5 39366",153,53,189,152
"39367","ZCTA5 39367",923,484,1139,451
"39401","ZCTA5 39401",2885,2361,2644,1447
"39402","ZCTA5 39402",2978,3303,2468,1681
"39406","ZCTA5 39406",0,0,0,4
"39421","ZCTA5 39421",212,179,91,49
"39422","ZCTA5 39422",215,197,196,120
"39423","ZCTA5 39423",110,74,187,108
"39425","ZCTA5 39425",87,100,417,279
"39426","ZCTA5 39426",1036,970,1184,882
"39427","ZCTA5 39427",88,47,22,15
"39428","ZCTA5 39428",584,397,500,100
"39429","ZCTA5 39429",1023,1099,1214,712
"39437","ZCTA5 39437",528,646,990,485
"39439","ZCTA5 39439",339,591,182,86
"39440","ZCTA5 39440",1399,1835,1175,968
"39443","ZCTA5 39443",1377,1153,1887,1035
"39451","ZCTA5 39451",456,320,251,237
"39452","ZCTA5 39452",2164,1988,2375,1276
"39455","ZCTA5 39455",473,368,777,451
"39456","ZCTA5 39456",28,101,49,36
"39459","ZCTA5 39459",389,343,238,235
"39461","ZCTA5 39461",17,19,16,12
"39462","ZCTA5 39462",224,144,55,49
"39464","ZCTA5 39464",329,0,84,306
"39465","ZCTA5 39465",1464,1511,1861,975
"39466","ZCTA5 39466",1326,1911,2592,774
"39470","ZCTA5 39470",878,557,839,359
"39474","ZCTA5 39474",245,217,438,238
"39475","ZCTA5 39475",719,880,1218,624
"39476","ZCTA5 39476",254,318,592,251
"39477","ZCTA5 39477",28,29,40,8
"39478","ZCTA5 39478",118,46,78,185
"39479","ZCTA5 39479",287,200,581,519
"39480","ZCTA5 39480",147,169,218,51
"39481","ZCTA5 39481",57,64,91,112
"39482","ZCTA5 39482",579,949,1013,602
"39483","ZCTA5 39483",278,304,235,235
"39501","ZCTA5 39501",1835,1742,1557,575
"39503","ZCTA5 39503",3559,3337,3887,2603
"39507","ZCTA5 39507",906,1017,880,501
"39520","ZCTA5 39520",670,709,1015,497
"39525","ZCTA5 39525",650,429,245,195
"39529","ZCTA5 39529",0,0,0,0
"39530","ZCTA5 39530",563,337,441,269
"39531","ZCTA5 39531",1509,1329,1456,572
"39532","ZCTA5 39532",1825,1882,3003,1993
"39534","ZCTA5 39534",0,0,0,13
"39540","ZCTA5 39540",849,1061,1043,387
"39553","ZCTA5 39553",913,1332,1284,758
"39556","ZCTA5 39556",323,774,298,292
"39560","ZCTA5 39560",1098,1147,1194,902
"39561","ZCTA5 39561",241,186,241,37
"39562","ZCTA5 39562",825,844,1012,622
"39563","ZCTA5 39563",749,663,671,516
"39564","ZCTA5 39564",1968,2319,2626,2037
"39565","ZCTA5 39565",988,1298,1806,957
"39567","ZCTA5 39567",689,1021,904,336
"39571","ZCTA5 39571",780,961,982,481
"39572","ZCTA5 39572",29,0,111,43
"39573","ZCTA5 39573",581,753,442,314
"39574","ZCTA5 39574",686,674,1592,801
"39576","ZCTA5 39576",281,377,298,404
"39577","ZCTA5 39577",488,521,843,510
"39581","ZCTA5 39581",1257,698,758,391
"39595","ZCTA5 39595",0,0,0,0
"39601","ZCTA5 39601",1556,1610,1758,916
"39629","ZCTA5 39629",234,435,295,404
"39630","ZCTA5 39630",95,79,86,43
"39631","ZCTA5 39631",273,294,459,236
"39633","ZCTA5 39633",48,160,66,16
"39635","ZCTA5 39635",0,0,0,0
"39638","ZCTA5 39638",235,227,226,59
"39641","ZCTA5 39641",411,467,751,347
"39643","ZCTA5 39643",60,37,300,24
"39645","ZCTA5 39645",159,132,203,150
"39647","ZCTA5 39647",0,32,39,29
"39648","ZCTA5 39648",1402,1607,1428,831
"39652","ZCTA5 39652",520,407,483,459
"39653","ZCTA5 39653",119,160,231,142
"39654","ZCTA5 39654",474,129,280,173
"39656","ZCTA5 39656",36,77,35,12
"39657","ZCTA5 39657",73,35,85,86
"39661","ZCTA5 39661",143,62,151,129
"39662","ZCTA5 39662",45,98,76,35
"39663","ZCTA5 39663",137,249,176,58
"39664","ZCTA5 39664",305,301,296,89
"39665","ZCTA5 39665",25,37,59,55
"39666","ZCTA5 39666",568,877,746,530
"39667","ZCTA5 39667",594,537,595,558
"39668","ZCTA5 39668",108,202,67,29
"39669","ZCTA5 39669",40,217,106,56
"39701","ZCTA5 39701",754,598,851,353
"39702","ZCTA5 39702",1565,1538,1749,1182
"39705","ZCTA5 39705",690,668,732,379
"39730","ZCTA5 39730",784,445,784,461
"39735","ZCTA5 39735",208,210,397,176
"39736","ZCTA5 39736",27,22,43,9
"39737","ZCTA5 39737",0,44,77,0
"39739","ZCTA5 39739",101,202,109,29
"39740","ZCTA5 39740",570,630,302,246
"39741","ZCTA5 39741",15,45,48,12
"39743","ZCTA5 39743",171,184,38,32
"39744","ZCTA5 39744",273,330,356,179
"39745","ZCTA5 39745",24,17,48,47
"39746","ZCTA5 39746",93,208,166,75
"39747","ZCTA5 39747",116,67,5,22
"39750","ZCTA5 39750",404,214,385,112
"39751","ZCTA5 39751",109,102,42,100
"39752","ZCTA5 39752",294,181,98,40
"39753","ZCTA5 39753",0,0,0,0
"39755","ZCTA5 39755",22,45,33,0
"39756","ZCTA5 39756",53,265,107,97
"39759","ZCTA5 39759",1865,2257,2183,1517
"39762","ZCTA5 39762",0,0,0,43
"39766","ZCTA5 39766",85,319,184,172
"39767","ZCTA5 39767",4,9,58,0
"39769","ZCTA5 39769",148,57,84,31
"39771","ZCTA5 39771",14,3,8,0
"39772","ZCTA5 39772",22,99,139,85
"39773","ZCTA5 39773",994,847,1079,694
"39776","ZCTA5 39776",53,108,70,53
"39813","ZCTA5 39813",100,101,138,80
"39815","ZCTA5 39815",62,84,63,110
"39817","ZCTA5 39817",1133,622,1119,419
"39819","ZCTA5 39819",558,619,799,530
"39823","ZCTA5 39823",481,493,712,389
"39824","ZCTA5 39824",18,35,35,115
"39825","ZCTA5 39825",36,307,80,81
"39826","ZCTA5 39826",20,35,65,46
"39827","ZCTA5 39827",403,138,258,363
"39828","ZCTA5 39828",947,1136,1415,778
"39832","ZCTA5 39832",0,0,0,0
"39834","ZCTA5 39834",167,182,84,38
"39836","ZCTA5 39836",17,30,0,0
"39837","ZCTA5 39837",330,280,623,187
"39840","ZCTA5 39840",502,220,383,156
"39841","ZCTA5 39841",86,60,8,23
"39842","ZCTA5 39842",424,607,580,208
"39845","ZCTA5 39845",424,381,434,328
"39846","ZCTA5 39846",115,156,117,112
"39851","ZCTA5 39851",101,56,89,112
"39854","ZCTA5 39854",28,90,50,34
"39859","ZCTA5 39859",22,62,158,40
"39861","ZCTA5 39861",63,66,81,22
"39862","ZCTA5 39862",14,33,48,0
"39866","ZCTA5 39866",16,15,8,7
"39867","ZCTA5 39867",0,0,0,0
"39870","ZCTA5 39870",46,128,169,28
"39877","ZCTA5 39877",24,0,0,2
"39885","ZCTA5 39885",0,0,0,0
"39886","ZCTA5 39886",81,83,79,101
"39897","ZCTA5 39897",74,158,164,85
"40003","ZCTA5 40003",62,117,75,70
"40004","ZCTA5 40004",1698,1931,1793,1155
"40006","ZCTA5 40006",323,184,228,284
"40007","ZCTA5 40007",0,0,0,0
"40008","ZCTA5 40008",144,167,170,146
"40009","ZCTA5 40009",231,60,96,37
"40010","ZCTA5 40010",43,33,71,29
"40011","ZCTA5 40011",120,228,196,117
"40012","ZCTA5 40012",69,121,36,90
"40013","ZCTA5 40013",456,561,693,479
"40014","ZCTA5 40014",1004,1934,1969,1212
"40019","ZCTA5 40019",257,294,273,97
"40020","ZCTA5 40020",4,2,0,0
"40022","ZCTA5 40022",3,18,67,82
"40023","ZCTA5 40023",487,302,555,287
"40025","ZCTA5 40025",19,80,64,15
"40026","ZCTA5 40026",315,463,618,377
"40031","ZCTA5 40031",1236,1596,1509,983
"40033","ZCTA5 40033",859,628,835,495
"40036","ZCTA5 40036",0,20,11,11
"40037","ZCTA5 40037",200,240,232,185
"40040","ZCTA5 40040",36,23,68,51
"40041","ZCTA5 40041",0,0,0,0
"40045","ZCTA5 40045",104,279,261,58
"40046","ZCTA5 40046",66,69,42,98
"40047","ZCTA5 40047",1510,1853,1504,800
"40049","ZCTA5 40049",0,0,0,0
"40050","ZCTA5 40050",116,86,158,121
"40051","ZCTA5 40051",343,232,361,126
"40052","ZCTA5 40052",33,49,45,64
"40055","ZCTA5 40055",85,177,225,24
"40056","ZCTA5 40056",239,248,304,102
"40057","ZCTA5 40057",299,385,210,268
"40058","ZCTA5 40058",0,0,0,0
"40059","ZCTA5 40059",802,1080,1431,1109
"40060","ZCTA5 40060",68,94,71,71
"40061","ZCTA5 40061",0,0,0,0
"40062","ZCTA5 40062",5,10,32,7
"40063","ZCTA5 40063",0,0,0,0
"40065","ZCTA5 40065",1952,2257,2140,1144
"40067","ZCTA5 40067",272,310,481,184
"40068","ZCTA5 40068",82,161,162,147
"40069","ZCTA5 40069",423,419,501,357
"40070","ZCTA5 40070",0,25,9,42
"40071","ZCTA5 40071",853,1041,1282,703
"40075","ZCTA5 40075",50,61,111,26
"40076","ZCTA5 40076",368,243,99,51
"40077","ZCTA5 40077",24,16,62,37
"40078","ZCTA5 40078",204,261,316,70
"40104","ZCTA5 40104",65,123,80,29
"40107","ZCTA5 40107",178,112,66,52
"40108","ZCTA5 40108",559,848,642,368
"40109","ZCTA5 40109",75,104,81,78
"40110","ZCTA5 40110",13,8,8,0
"40111","ZCTA5 40111",257,168,139,49
"40115","ZCTA5 40115",21,41,65,30
"40117","ZCTA5 40117",33,127,174,78
"40118","ZCTA5 40118",986,509,159,494
"40119","ZCTA5 40119",22,49,121,92
"40121","ZCTA5 40121",1069,891,692,166
"40140","ZCTA5 40140",54,24,67,15
"40142","ZCTA5 40142",109,53,194,132
"40143","ZCTA5 40143",238,324,456,353
"40144","ZCTA5 40144",15,207,120,44
"40145","ZCTA5 40145",171,89,46,16
"40146","ZCTA5 40146",160,201,182,145
"40150","ZCTA5 40150",172,175,299,189
"40152","ZCTA5 40152",0,3,25,75
"40155","ZCTA5 40155",43,63,29,46
"40157","ZCTA5 40157",8,62,57,12
"40160","ZCTA5 40160",1611,1612,1570,906
"40161","ZCTA5 40161",18,23,0,10
